Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
2018-11-02,15:03:37,10.0,26584,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,3.0,0.1,30.6,3.1,Medium,credit_card
2018-12-18,12:16:58,9.0,17037,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,2.0,0.2,127.9,12.8,High,credit_card
2018-10-02,20:49:21,9.0,19410,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,54.4,5.4,Medium,money_order
2018-05-30,07:55:30,6.0,33122,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.2,114.1,11.4,Critical,credit_card
2018-02-17,18:46:01,2.0,38538,Female,Web,First SignUp,Auto & Accessories,Car Body Covers,117.0,2.0,0.1,30.0,3.0,High,credit_card
2018-01-30,17:32:22,1.0,54414,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,2.0,0.2,28.6,2.9,Medium,credit_card
2018-03-19,10:18:49,4.0,17466,Male,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.1,147.5,14.8,High,credit_card
2018-01-14,09:59:39,3.0,54462,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,2.0,0.1,36.0,3.6,Medium,money_order
2018-10-11,19:49:52,7.0,51001,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,Medium,credit_card
2018-05-10,18:18:52,7.0,28249,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,3.0,0.2,16.9,1.7,High,money_order
2018-09-02,15:11:28,4.0,13264,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,2.0,0.1,137.1,13.7,High,credit_card
2018-07-28,18:32:58,6.0,58179,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,4.0,0.1,54.4,5.4,Medium,credit_card
2018-10-14,20:24:08,1.0,29891,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.2,88.8,8.9,Critical,credit_card
2018-04-28,10:22:52,6.0,42530,Female,Web,Guest,Auto & Accessories,Car Body Covers,117.0,2.0,0.2,32.3,3.2,Medium,credit_card
2018-01-23,22:16:49,9.0,19020,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,Medium,credit_card
2018-07-23,11:50:40,3.0,42448,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,157.5,15.8,Critical,credit_card
2018-08-12,13:18:13,3.0,15505,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,2.0,0.2,36.0,3.6,Medium,money_order
2018-05-23,18:31:30,2.0,15472,Male,Web,Member,Auto & Accessories,Car Mat,54.0,3.0,0.1,18.0,1.8,Medium,credit_card
2018-11-09,16:22:59,5.0,36439,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,2.0,0.2,22.6,2.3,High,credit_card
2018-03-06,00:04:49,3.0,12702,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,3.0,0.2,123.3,12.3,Medium,credit_card
2018-09-05,08:14:23,8.0,52927,Male,Web,Guest,Auto & Accessories,Car Media Players,140.0,4.0,0.2,37.6,3.8,Medium,credit_card
2018-05-01,22:36:31,9.0,16410,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.2,88.8,8.9,Critical,credit_card
2018-02-26,14:21:05,1.0,38572,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,2.0,0.2,27.6,2.8,High,money_order
2018-07-26,09:45:18,4.0,57499,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,High,credit_card
2018-08-27,22:56:06,6.0,23534,Male,Web,Guest,Auto & Accessories,Tyre,250.0,1.0,0.1,162.5,16.3,Medium,money_order
2018-05-18,15:43:20,4.0,40261,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.1,18.0,1.8,Medium,credit_card
2018-07-19,22:43:26,1.0,55822,Female,Web,Guest,Auto & Accessories,Car Mat,54.0,3.0,0.2,18.0,1.8,Medium,credit_card
2018-05-22,11:13:31,5.0,40125,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,28.3,2.8,High,money_order
2018-05-09,14:05:07,8.0,23848,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,146.4,14.6,Critical,credit_card
2018-11-17,14:36:33,5.0,12293,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,39.0,3.9,High,money_order
2018-04-26,18:59:14,2.0,43850,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,2.0,0.2,122.6,12.3,Medium,credit_card
2018-08-01,18:32:02,7.0,35736,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,31.2,3.1,Medium,credit_card
2018-01-04,12:53:17,4.0,37894,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.1,33.3,3.3,Medium,credit_card
2018-08-07,13:26:08,4.0,38718,Male,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.2,155.0,15.5,High,credit_card
2018-12-18,19:27:35,7.0,15290,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,72.0,7.2,Medium,e_wallet
2018-10-28,19:12:35,9.0,29884,Male,Web,Member,Auto & Accessories,Car Mat,54.0,2.0,0.2,27.0,2.7,Medium,credit_card
2018-11-19,07:40:32,3.0,53691,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,28.3,2.8,Medium,money_order
2018-06-23,11:34:49,3.0,43961,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,3.0,0.2,116.4,11.6,Medium,credit_card
2018-05-15,21:45:43,4.0,19416,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,53.0,5.3,Medium,e_wallet
2018-10-24,21:12:23,1.0,38833,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,109.9,11.0,High,credit_card
2018-11-21,12:54:51,6.0,15061,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,3.0,0.1,33.5,3.3,High,debit_card
2018-07-22,13:07:02,1.0,34466,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,2.0,0.2,28.6,2.9,Critical,money_order
2018-11-17,12:56:21,9.0,46949,Male,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.1,162.5,16.3,High,credit_card
2018-05-28,21:12:56,4.0,38335,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,2.0,0.2,36.0,3.6,High,credit_card
2018-07-23,22:18:51,2.0,37444,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.2,13.5,1.4,High,credit_card
2018-11-12,11:50:24,2.0,23553,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.1,29.4,2.9,Critical,credit_card
2018-05-19,21:37:22,1.0,49550,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,148.7,14.9,High,credit_card
2018-07-09,09:06:51,10.0,53551,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,2.0,0.1,51.6,5.2,Medium,money_order
2018-09-29,18:20:39,6.0,12550,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.1,122.6,12.3,Medium,credit_card
2018-05-06,18:52:25,1.0,29335,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,2.0,0.1,34.7,3.5,High,credit_card
2018-03-02,14:56:17,5.0,18688,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,33.3,3.3,High,credit_card
2018-09-28,20:32:27,6.0,10337,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,132.5,13.3,High,credit_card
2018-06-25,20:59:08,10.0,18188,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,2.0,0.2,36.0,3.6,High,credit_card
2018-12-12,01:28:13,2.0,15719,Male,Web,Member,Auto & Accessories,Car Mat,54.0,2.0,0.2,27.0,2.7,High,e_wallet
2018-09-28,09:50:33,8.0,24544,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.2,11.2,1.1,Medium,credit_card
2018-10-28,21:24:51,2.0,42349,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,139.5,13.9,Medium,e_wallet
2018-11-30,21:15:02,2.0,47575,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,25.0,2.5,Medium,credit_card
2018-07-26,18:42:37,7.0,15679,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.1,105.7,10.6,Critical,money_order
2018-08-25,18:29:06,5.0,28365,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,33.5,3.3,Medium,credit_card
2018-09-23,12:27:19,3.0,51140,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,3.0,0.2,30.9,3.1,High,money_order
2018-11-11,20:29:36,7.0,38659,Male,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.2,140.0,14.0,Medium,credit_card
2018-08-05,21:16:13,4.0,39008,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.1,14.4,1.4,Medium,money_order
2018-01-07,14:42:07,1.0,44426,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.1,10.8,1.1,High,credit_card
2018-06-18,23:16:10,9.0,58505,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,31.7,3.2,Medium,credit_card
2018-11-06,19:10:12,4.0,41380,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,2.0,0.1,146.4,14.6,Medium,credit_card
2018-06-11,00:10:48,10.0,41878,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,32.0,3.2,Medium,money_order
2018-12-26,08:51:40,5.0,13512,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,2.0,0.1,126.8,12.7,Medium,credit_card
2018-10-05,03:52:26,3.0,21946,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,33.5,3.3,Medium,credit_card
2018-05-17,19:00:56,6.0,59124,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,2.0,0.2,33.3,3.3,High,credit_card
2018-07-09,22:02:09,4.0,27077,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,107.5,10.8,High,credit_card
2018-02-13,16:59:00,8.0,32517,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,2.0,0.2,36.0,3.6,Medium,credit_card
2018-08-22,21:31:09,4.0,55719,Female,Web,Member,Auto & Accessories,Car Mat,54.0,3.0,0.2,18.0,1.8,Medium,credit_card
2018-09-10,12:46:14,8.0,22431,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,28.3,2.8,High,credit_card
2018-06-30,09:30:15,8.0,32792,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,104.8,10.5,Medium,money_order
2018-07-21,17:38:21,5.0,45492,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,58.6,5.9,Medium,money_order
2018-09-08,11:33:28,5.0,42977,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,3.0,0.2,118.3,11.8,High,credit_card
2018-10-22,16:45:36,2.0,22510,Female,Web,Guest,Auto & Accessories,Car Body Covers,117.0,2.0,0.2,32.3,3.2,Medium,credit_card
2018-03-13,18:14:25,1.0,31251,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,20.3,2.0,High,credit_card
2018-09-05,15:45:25,10.0,58117,Male,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.2,132.5,13.3,Medium,money_order
2018-04-26,13:02:50,1.0,42507,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.2,18.0,1.8,High,credit_card
2018-10-13,23:54:47,5.0,39055,Male,Web,Member,Auto & Accessories,Car Mat,54.0,3.0,0.1,18.0,1.8,High,credit_card
2018-12-09,12:33:56,7.0,37821,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,28.3,2.8,High,money_order
2018-09-10,23:12:09,6.0,17173,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,3.0,0.1,130.2,13.0,Medium,credit_card
2018-04-19,14:42:35,8.0,57643,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,57.2,5.7,Medium,credit_card
2018-05-30,10:09:56,1.0,30349,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,78.3,7.8,Medium,money_order
2018-03-06,10:53:34,3.0,46911,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,2.0,0.2,25.3,2.5,Critical,money_order
2018-05-09,17:06:43,8.0,18451,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,34.5,3.4,High,debit_card
2018-03-18,14:29:48,2.0,44168,Female,Web,Guest,Auto & Accessories,Tyre,250.0,2.0,0.2,150.0,15.0,Medium,money_order
2018-05-20,17:04:34,2.0,38662,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,3.0,0.2,24.0,2.4,High,money_order
2018-07-04,10:59:51,3.0,45569,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,High,credit_card
2018-08-27,11:51:02,8.0,35764,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,28.3,2.8,High,credit_card
2018-09-01,11:08:04,9.0,27107,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,2.0,0.1,137.1,13.7,Medium,credit_card
2018-12-28,10:09:02,7.0,53473,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,53.0,5.3,High,credit_card
2018-08-09,12:03:09,4.0,21575,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,99.4,9.9,High,credit_card
2018-08-20,16:21:26,1.0,48846,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,2.0,0.2,27.6,2.8,Medium,credit_card
2018-04-24,15:16:27,1.0,50196,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,28.6,2.9,High,credit_card
2018-03-06,08:51:01,10.0,47244,Female,Web,Member,Auto & Accessories,Tyre,250.0,2.0,0.2,145.0,14.5,High,credit_card
2018-12-17,13:12:05,5.0,55901,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.2,18.0,1.8,High,credit_card
2018-12-18,18:21:20,4.0,50524,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.1,13.5,1.4,High,credit_card
2018-09-14,08:18:05,7.0,11388,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,3.0,0.1,30.6,3.1,High,e_wallet
2018-06-23,22:51:10,2.0,33822,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,3.0,0.1,144.1,14.4,Medium,credit_card
2018-09-10,08:12:04,7.0,30234,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,2.0,0.2,54.4,5.4,Medium,credit_card
2018-11-18,20:49:19,2.0,37272,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,3.0,0.2,118.3,11.8,High,money_order
2018-12-02,23:17:18,7.0,32295,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.1,32.3,3.2,Critical,credit_card
2018-11-30,12:37:15,10.0,39022,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,34.5,3.4,Medium,e_wallet
2018-12-14,15:47:48,7.0,28088,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,107.5,10.8,High,credit_card
2018-11-13,22:17:40,9.0,50650,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,72.0,7.2,Medium,money_order
2018-05-30,20:24:21,9.0,55484,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,10.8,1.1,Medium,credit_card
2018-06-04,23:27:46,6.0,19534,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,3.0,0.1,23.7,2.4,Medium,money_order
2018-09-25,14:54:17,9.0,21779,Female,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,2.0,0.2,141.8,14.2,High,credit_card
2018-12-13,14:07:07,3.0,20803,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.1,39.0,3.9,High,credit_card
2018-09-09,17:09:33,7.0,29461,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.1,105.7,10.6,Critical,debit_card
2018-07-10,22:58:20,2.0,43151,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,3.0,0.2,19.5,1.9,High,credit_card
2018-04-29,22:12:51,7.0,42475,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.1,20.3,2.0,Medium,credit_card
2018-01-27,18:19:14,1.0,34719,Female,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,160.0,16.0,Medium,credit_card
2018-07-27,16:24:12,10.0,49797,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.1,14.4,1.4,Medium,credit_card
2018-11-05,10:51:10,3.0,29732,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,Medium,credit_card
2018-08-19,13:26:43,7.0,22246,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.2,11.2,1.1,Medium,credit_card
2018-06-11,19:22:42,5.0,50117,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.1,148.7,14.9,Critical,credit_card
2018-04-03,12:01:15,3.0,17891,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,3.0,0.1,47.4,4.7,Critical,credit_card
2018-04-23,19:17:08,3.0,18226,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,126.8,12.7,High,e_wallet
2018-08-07,00:09:11,3.0,59208,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,2.0,0.1,30.0,3.0,High,money_order
2018-09-19,06:43:15,8.0,19560,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,35.6,3.6,Critical,credit_card
2018-12-12,13:07:37,4.0,11034,Male,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.1,147.5,14.8,High,e_wallet
2018-11-08,17:52:59,7.0,53686,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.1,72.0,7.2,High,credit_card
2018-10-28,21:08:18,4.0,41835,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,10.8,1.1,High,credit_card
2018-06-30,08:34:27,5.0,39493,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.1,29.4,2.9,Medium,money_order
2018-11-20,16:50:24,3.0,28581,Female,Web,Guest,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,141.8,14.2,Critical,credit_card
2018-12-09,11:34:36,9.0,28526,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,25.0,2.5,Medium,money_order
2018-05-07,11:52:21,4.0,38220,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,3.0,0.2,118.3,11.8,Medium,money_order
2018-04-24,01:26:01,9.0,56608,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,3.0,0.2,19.5,1.9,Critical,money_order
2018-09-17,22:29:03,6.0,12334,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.2,14.4,1.4,Medium,credit_card
2018-04-28,16:43:45,4.0,55904,Male,Web,Member,Auto & Accessories,Tyre,250.0,2.0,0.1,165.0,16.5,High,credit_card
2018-07-18,22:20:06,7.0,54986,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,3.0,0.1,24.0,2.4,Critical,credit_card
2018-10-05,14:25:41,10.0,26563,Male,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,10.8,1.1,Critical,credit_card
2018-10-18,21:21:57,5.0,32468,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.2,15.8,1.6,Medium,money_order
2018-05-29,23:02:55,4.0,45910,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,127.9,12.8,Medium,credit_card
2018-03-25,20:54:42,1.0,21045,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,3.0,0.1,47.4,4.7,Medium,credit_card
2018-09-10,19:59:28,10.0,58954,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.1,124.7,12.5,Medium,credit_card
2018-07-05,20:49:31,3.0,36664,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,19.5,1.9,Medium,credit_card
2018-03-23,22:51:50,9.0,35940,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,2.0,0.2,28.6,2.9,Medium,money_order
2018-11-07,14:16:50,4.0,33536,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.2,157.5,15.8,High,credit_card
2018-09-02,17:24:38,1.0,45674,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.1,18.0,1.8,Medium,credit_card
2018-04-24,13:50:23,3.0,20318,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.2,54.0,5.4,Medium,credit_card
2018-12-09,17:23:29,7.0,51047,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,5.5,0.6,Medium,credit_card
2018-09-22,19:48:14,4.0,56048,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,127.9,12.8,Medium,credit_card
2018-05-04,23:20:54,8.0,14646,Female,Web,Member,Auto & Accessories,Car Media Players,140.0,1.0,0.2,46.0,4.6,Medium,credit_card
2018-12-08,16:14:00,1.0,52246,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,1.0,0.2,78.3,7.8,Medium,credit_card
2018-07-21,11:05:42,1.0,46286,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,2.0,0.2,25.3,2.5,Medium,money_order
2018-07-30,22:21:37,2.0,14111,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,1.0,0.2,35.6,3.6,Medium,credit_card
2018-04-24,00:24:43,10.0,12839,Female,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.1,147.5,14.8,High,money_order
2018-02-25,10:10:53,8.0,30054,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,4.0,0.2,18.0,1.8,Medium,credit_card
2018-11-08,13:44:54,1.0,31749,Male,Web,Member,Auto & Accessories,Car Mat,54.0,4.0,0.1,13.5,1.4,Medium,credit_card
2018-09-04,12:06:24,10.0,45672,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,4.0,0.2,11.2,1.1,Medium,credit_card
2018-08-10,15:44:55,4.0,10687,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,4.0,0.2,114.0,11.4,Critical,credit_card
2018-10-12,01:06:41,5.0,24512,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,2.0,0.2,54.4,5.4,High,credit_card
2018-06-21,21:02:39,10.0,21024,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.1,105.7,10.6,High,credit_card
2018-10-06,13:21:07,1.0,53200,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,4.0,0.2,13.6,1.4,High,credit_card
2018-06-20,15:42:47,4.0,41847,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.1,33.3,3.3,High,credit_card
2018-08-16,15:07:18,3.0,37393,Male,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.2,155.0,15.5,High,credit_card
2018-06-23,18:47:39,1.0,25250,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,1.0,0.2,14.4,1.4,High,money_order
2018-08-27,12:23:58,2.0,51192,Female,Web,Member,Auto & Accessories,Car Mat,54.0,2.0,0.2,27.0,2.7,High,credit_card
2018-12-05,21:45:05,1.0,33218,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,2.0,0.2,29.4,2.9,High,e_wallet
2018-12-15,13:31:52,7.0,20586,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,127.9,12.8,Medium,credit_card
2018-07-04,14:42:06,2.0,34564,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,3.0,0.2,51.6,5.2,High,credit_card
2018-12-22,15:13:20,10.0,54376,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,2.0,0.1,126.8,12.7,Critical,credit_card
2018-02-21,19:55:51,9.0,51078,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,2.0,0.2,27.6,2.8,Medium,credit_card
2018-12-17,09:27:55,3.0,45152,Male,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.1,23.8,2.4,Medium,credit_card
2018-05-15,13:37:27,3.0,20597,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,162.5,16.3,High,credit_card
2018-12-10,20:04:32,10.0,54555,Female,Web,Member,Auto & Accessories,Bike Tyres,72.0,3.0,0.2,24.0,2.4,High,credit_card
2018-12-21,23:56:23,3.0,22027,Female,Web,Guest,Auto & Accessories,Car Mat,54.0,1.0,0.1,54.0,5.4,Medium,credit_card
2018-08-02,15:26:32,6.0,56698,Male,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.1,28.3,2.8,High,money_order
2018-12-29,21:59:53,10.0,35670,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,1.0,0.2,146.4,14.6,High,credit_card
2018-09-05,23:02:52,8.0,19128,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,3.0,0.2,39.0,3.9,Medium,credit_card
2018-05-08,22:42:49,6.0,24606,Male,Web,Member,Auto & Accessories,Car Speakers,211.0,4.0,0.1,122.6,12.3,High,credit_card
2018-05-30,15:43:46,9.0,45526,Male,Web,Member,Auto & Accessories,Car Body Covers,117.0,1.0,0.1,33.5,3.3,Medium,credit_card
2018-01-29,15:23:08,7.0,27624,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,3.0,0.2,23.8,2.4,Medium,credit_card
2018-11-16,17:21:29,8.0,17036,Male,Web,Member,Auto & Accessories,Tyre,250.0,1.0,0.1,157.5,15.8,High,credit_card
2018-04-23,13:21:52,7.0,51650,Male,Web,Member,Auto & Accessories,Bike Tyres,72.0,2.0,0.2,36.0,3.6,High,credit_card
2018-09-25,21:33:59,5.0,31695,Female,Web,Member,Auto & Accessories,Car Mat,54.0,1.0,0.1,54.0,5.4,High,credit_card
2018-05-10,22:08:52,7.0,16534,Female,Web,Member,Auto & Accessories,Car Seat Covers,114.0,1.0,0.2,5.5,0.6,Medium,credit_card
2018-12-21,14:18:17,3.0,27548,Male,Web,Member,Auto & Accessories,Car Pillow & Neck Rest,231.0,2.0,0.2,141.8,14.2,High,debit_card
2018-12-23,09:57:53,7.0,28688,Male,Web,Member,Auto & Accessories,Car Media Players,140.0,2.0,0.1,57.2,5.7,High,credit_card
2018-10-05,13:52:48,5.0,49029,Female,Web,Member,Auto & Accessories,Car Speakers,211.0,2.0,0.2,114.1,11.4,Critical,money_order
2018-04-22,17:49:16,4.0,10328,Female,Web,Member,Auto & Accessories,Car Body Covers,117.0,2.0,0.1,34.7,3.5,High,credit_card
2018-01-30,13:19:39,4.0,51169,Female,Web,Member,Auto & Accessories,Car & Bike Care,118.0,4.0,0.1,23.8,2.4,High,credit_card
2018-02-08,00:41:34,2.0,58254,Female,Web,Member,Auto & Accessories,Tyre,250.0,3.0,0.2,155.0,15.5,Critical,credit_card
